personIdExternal;positionEntryDate;managerId;emplStatus;employeeStatus;emplClass;employeeClass;emplmType;employmentType;division;location;company;jobTitle;event;eventReason;position;businessUnit;startDate;endDate;userId
"104037";"null";"104004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Quality Assurance Manager";"Pay Rate Change";"PAYOTH";"50026002";"PRODS";"2017-01-01";"2050-04-20";"104037"
"104032";"null";"104048";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Scheduler";"Pay Rate Change";"PAYOTH";"50026035";"PRODS";"2017-01-01";"2050-04-20";"104032"
"104001";"null";"104009";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Engineer I";"Pay Rate Change";"PAYOTH";"50026004";"PRODS";"2017-01-01";"2050-04-20";"104001"
"104002";"null";"104009";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Engineering Intern";"Pay Rate Change";"PAYOTH";"50026005";"PRODS";"2017-01-01";"2050-04-20";"104002"
"104015";"null";"104009";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Engineer III";"Pay Rate Change";"PAYOTH";"50026018";"PRODS";"2017-01-01";"2050-04-20";"104015"
"104009";"null";"104036";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Engineering Manager";"Pay Rate Change";"PAYOTH";"50026012";"PRODS";"2017-01-01";"2050-04-20";"104009"
"104029";"null";"104009";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Engineer II";"Pay Rate Change";"PAYOTH";"50026032";"PRODS";"2017-01-01";"2050-04-20";"104029"
"104007";"null";"104017";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Brazil";"Custodian";"Pay Rate Change";"PAYOTH";"50026009";"PRODS";"2017-01-01";"2050-04-20";"104007"
"104011";"null";"104017";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Building Manager";"Pay Rate Change";"PAYOTH";"50026014";"PRODS";"2017-01-01";"2050-04-20";"104011"
"104012";"null";"104017";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Brazil";"Custodian";"Pay Rate Change";"PAYOTH";"50026015";"PRODS";"2017-01-01";"2050-04-20";"104012"
"104006";"null";"104017";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Brazil";"Custodian";"Pay Rate Change";"PAYOTH";"50026009";"PRODS";"2017-01-01";"2050-04-20";"104006"
"101001";"null";"890223";"4595";"Active";"4662";"Active";"3638";"Management";"null";"null";"BestRun France";"President BestRun EMEA";"Pay Rate Change";"PAYOTH";"49999990";"CORP";"2017-01-01";"2050-04-20";"101001"
"104033";"null";"104031";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Executive Assistant";"Pay Rate Change";"PAYOTH";"50026036";"CORP";"2017-01-01";"2050-04-20";"104033"
"196801";"null";"107014";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Quality Assurance Manager";"Data Change";"DATASTAT";"50006525";"PRODS";"2017-01-01";"2050-04-20";"196801"
"103008";"null";"103005";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Germany";"Executive Assistant to the President";"Pay Rate Change";"PAYOTH";"3000035";"CORP";"2017-01-01";"2050-04-20";"103008"
"27000001";"null";"69102";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Hong Kong";"SVP Hong Kong Operations & Maintenance";"Hire";"HIRNEW";"3000201";"PRODS";"2015-01-01";"2050-04-20";"27000001"
"27000002";"null";"27000001";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Hong Kong";"VP Procurement";"Transfer";"TransNoPay";"3000205";"PRODS";"2015-01-01";"2050-04-20";"27000002"
"27000003";"null";"27000001";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Hong Kong";"VP Maintenance";"Transfer";"TransNoPay";"3000204";"PRODS";"2015-01-01";"2050-04-20";"27000003"
"27000004";"null";"27000001";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Hong Kong";"VP Operation";"Promotion";"PROPNP";"3000203";"PRODS";"2015-01-03";"2050-04-20";"27000004"
"27000005";"null";"27000001";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Hong Kong";"Executive Assistant";"Hire";"HIRNEW";"3000206";"PRODS";"2015-01-01";"2050-04-20";"27000005"
"27000006";"null";"27000001";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Hong Kong";"Facilities Manager";"Transfer";"TransNoPay";"3000207";"PRODS";"2015-01-01";"2050-04-20";"27000006"
"27000007";"null";"27000004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Hong Kong";"Production Manager";"Hire";"HIRNEW";"3000208";"PRODS";"2015-01-01";"2050-04-20";"27000007"
"27000008";"null";"27000004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Hong Kong";"Worker's Health & Safely Manager";"Hire";"HIRNEW";"3000209";"PRODS";"2015-01-01";"2050-04-20";"27000008"
"27000009";"null";"27000004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Hong Kong";"Quality Assurance Manager";"Hire";"HIRNEW";"3000210";"PRODS";"2015-01-01";"2050-04-20";"27000009"
"27000010";"null";"27000004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Hong Kong";"Supply Chain Manager";"Hire";"HIRNEW";"3000211";"PRODS";"2015-01-01";"2050-04-20";"27000010"
"42000001";"null";"69102";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Taiwan";"SVP Taiwan Operation & Maintenance";"Data Change";"DATACHG";"3000202";"PRODS";"2015-01-01";"2050-04-20";"42000001"
"42000002";"null";"42000001";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Taiwan";"VP Procurement";"Data Change";"DATACHG";"3000214";"PRODS";"2015-01-01";"2050-04-20";"42000002"
"42000003";"null";"42000001";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Taiwan";"VP Maintenance";"Data Change";"DATACHG";"3000213";"PRODS";"2015-01-01";"2050-04-20";"42000003"
"42000004";"null";"42000001";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Taiwan";"VP Operation";"Data Change";"DATACHG";"3000212";"PRODS";"2015-01-01";"2050-04-20";"42000004"
"42000005";"null";"42000001";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Taiwan";"Executive Assistant";"Data Change";"DATACHG";"3000215";"PRODS";"2015-01-01";"2050-04-20";"42000005"
"42000006";"null";"42000001";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Taiwan";"Facilities Manager";"Data Change";"DATACHG";"3000216";"PRODS";"2015-01-01";"2050-04-20";"42000006"
"42000007";"null";"42000004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Taiwan";"Production Manager";"Data Change";"DATACHG";"3000217";"PRODS";"2015-01-01";"2050-04-20";"42000007"
"42000008";"null";"42000004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Taiwan";"Workers' Health & Safety Manager";"Data Change";"DATACHG";"3000218";"PRODS";"2015-01-01";"2050-04-20";"42000008"
"42000009";"null";"42000004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Taiwan";"Quality Assurance Manager";"Data Change";"DATACHG";"3000219";"PRODS";"2015-01-01";"2050-04-20";"42000009"
"102074";"null";"1";"4598";"Retired";"4662";"Active";"3628";"Hourly rate/labor";"null";"null";"BestRun France";"Assembly Worker";"Termination";"TERERLRT";"5000390";"PRODS";"2016-10-11";"2050-04-20";"102074"
"107046";"null";"107009";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"????";"Data Change";"DATASTAT";"50021048";"PRODS";"2017-01-01";"2050-04-20";"107046"
"Awan";"null";"AlexC";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Malaysia";"SVP Operations & Maintenance";"Pay Rate Change";"PAYOTH";"3000239";"PRODS";"2017-01-01";"2050-04-20";"Awan"
"Tchin";"null";"Awan";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Malaysia";"VP Operations";"Pay Rate Change";"PAYOTH";"3000310";"PRODS";"2017-01-01";"2050-04-20";"Tchin"
"Jgoh";"null";"Tchin";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Malaysia";"Management & Planning";"Data Change";"DATACHG";"3000318";"PRODS";"2015-01-01";"2050-04-20";"Jgoh"
"Dching";"null";"Tchin";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Malaysia";"Management & Planning";"Data Change";"DATACHG";"3000317";"PRODS";"2015-01-01";"2050-04-20";"Dching"
"100256";"null";"802984";"4598";"Retired";"4662";"Active";"3628";"Hourly rate/labor";"null";"null";"BestRun Company";"Assembly Worker";"Termination";"TERERLRT";"500300216";"PRODS";"2016-10-08";"2050-04-20";"100256"
"100257";"null";"802982";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"Project Lead";"Pay Rate Change";"PAYOTH";"500300211";"PRODS";"2017-01-01";"2050-04-20";"100257"
"100258";"null";"802984";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"Assembly Worker";"Return to Work";"RETLEAVE";"500300216";"PRODS";"2018-01-01";"2050-04-20";"100258"
"100259";"null";"lchung";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"Project Manager";"Transfer";"TransNoPay";"51710011";"CORP";"2017-06-15";"2050-04-20";"100259"
"104064";"null";"104047";"4598";"Retired";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Assembly Worker";"Termination";"TERERLRT";"50026049";"PRODS";"2016-10-11";"2050-04-20";"104064"
"104065";"null";"104010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Project Execution Lead";"Pay Rate Change";"PAYOTH";"5000356";"PRODS";"2017-01-01";"2050-04-20";"104065"
"104066";"null";"104047";"4595";"Active";"4662";"Active";"3628";"Hourly rate/labor";"null";"null";"BestRun Brazil";"Assembly Worker";"Pay Rate Change";"PAYOTH";"50026049";"PRODS";"2017-01-01";"2050-04-20";"104066"
"104067";"null";"104010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Brazil";"Project Manager";"Pay Rate Change";"PAYOTH";"5000357";"PRODS";"2017-01-01";"2050-04-20";"104067"
"106074";"null";"106049";"4598";"Retired";"4662";"Active";"3628";"Hourly rate/labor";"null";"null";"BestRun Australia";"Assembly Worker";"Termination";"TERERLRT";"5000343";"PRODS";"2016-10-08";"2050-04-20";"106074"
"106075";"null";"106050";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Professional";"Pay Rate Change";"PAYOTH";"50023050";"PRODS";"2017-01-01";"2050-04-20";"106075"
"106076";"null";"106049";"4595";"Active";"4662";"Active";"3628";"Hourly rate/labor";"null";"null";"BestRun Australia";"Assembly Worker";"Pay Rate Change";"PAYOTH";"5000343";"PRODS";"2017-01-01";"2050-04-20";"106076"
"106077";"null";"106050";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Australia";"Professional";"Pay Rate Change";"PAYOTH";"50023051";"PRODS";"2017-01-01";"2050-04-20";"106077"
"107064";"null";"107046";"4595";"Active";"4662";"Active";"3628";"Hourly rate/labor";"null";"null";"null";"Assembly Worker";"Data Change";"DATASTAT";"3000007";"PRODS";"2017-01-01";"2050-04-20";"107064"
"107065";"null";"107010";"4598";"Retired";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Professional";"Termination";"TERERLRT";"50021035";"PRODS";"2016-10-07";"2050-04-20";"107065"
"107066";"null";"107046";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Assembly Worker";"Data Change";"DATASTAT";"3000007";"PRODS";"2017-01-01";"2050-04-20";"107066"
"107067";"null";"107010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"Professional";"Data Change";"DATASTAT";"50021050";"PRODS";"2017-01-01";"2050-04-20";"107067"
"102075";"null";"102010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"Project Execution Lead";"Pay Rate Change";"PAYOTH";"5000394";"PRODS";"2017-01-01";"2050-04-20";"102075"
"102076";"null";"1";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"Assembly Worker";"Pay Rate Change";"PAYOTH";"5000390";"PRODS";"2017-01-01";"2050-04-20";"102076"
"102077";"null";"102010";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"Project Manager";"Pay Rate Change";"PAYOTH";"5000395";"PRODS";"2017-01-01";"2050-04-20";"102077"
"101064";"null";"101047";"4595";"Active";"4662";"Active";"3628";"Hourly rate/labor";"null";"null";"BestRun UK";"Craft Workers";"Pay Rate Change";"PAYOTH";"50000330";"PRODS";"2017-01-01";"2050-04-20";"101064"
"101065";"null";"101048";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Professional";"Pay Rate Change";"PAYOTH";"50000344";"PRODS";"2017-01-01";"2050-04-20";"101065"
"101067";"null";"101048";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun UK";"Professional";"Pay Rate Change";"PAYOTH";"50000345";"PRODS";"2017-01-01";"2050-04-20";"101067"
"103091";"null";"102038";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"QA Administrator";"Pay Rate Change";"PAYOTH";"50024001";"PRODS";"2017-01-01";"2050-04-20";"103091"
"101007";"null";"101018";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun UK";"Custodian";"Pay Rate Change";"PAYOTH";"50022032";"PRODS";"2017-01-01";"2050-04-20";"101007"
"102005";"null";"101001";"4595";"Active";"4662";"Active";"3638";"Management";"null";"null";"BestRun France";"President France";"Pay Rate Change";"PAYOTH";"50024008";"CORP";"2017-01-01";"2050-04-20";"102005"
"102031";"null";"102005";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"VP Human Resources FR";"Pay Rate Change";"PAYOTH";"50024034";"CORP";"2017-01-01";"2050-04-20";"102031"
"102019";"null";"102028";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"HR Business Partner";"Pay Rate Change";"PAYOTH";"50024022";"CORP";"2017-01-01";"2050-04-20";"102019"
"102018";"null";"102028";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"Payroll Admin";"Pay Rate Change";"PAYOTH";"50024021";"CORP";"2017-01-01";"2050-04-20";"102018"
"102028";"null";"102031";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"HR Business Office Director FR";"Pay Rate Change";"PAYOTH";"50024054";"CORP";"2017-01-01";"2050-04-20";"102028"
"102013";"null";"102031";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"Executive Assistant";"Pay Rate Change";"PAYOTH";"50024016";"CORP";"2017-01-01";"2050-04-20";"102013"
"102016";"null";"102031";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"Director of Talent Management";"Pay Rate Change";"PAYOTH";"50024019";"CORP";"2017-01-01";"2050-04-20";"102016"
"102024";"null";"102025";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"Recruiter";"Pay Rate Change";"PAYOTH";"50024006";"CORP";"2017-01-01";"2050-04-20";"102024"
"102025";"null";"102016";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"Recruiting Manager";"Pay Rate Change";"PAYOTH";"50024028";"CORP";"2017-01-01";"2050-04-20";"102025"
"102020";"null";"102025";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"null";"Add Global Assignment";"GAUnassignPosition";"null";"null";"2017-04-12";"2050-04-20";"102020"
"102021";"null";"102025";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun France";"Recruiter";"Pay Rate Change";"PAYOTH";"50024006";"CORP";"2017-01-01";"2050-04-20";"102021"
"109030";"null";"109005";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Russia";"Director of Talent Management";"Pay Rate Change";"PAYOTH";"3000294";"CORP";"2017-01-01";"2050-04-20";"109030"
"80289";"null";"80287";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"European Labor Law";"Pay Rate Change";"PAYOTH";"50014288";"CORP";"2017-01-01";"2050-04-20";"80289"
"80290";"null";"80287";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"ER Consultant";"Pay Rate Change";"PAYOTH";"50014289";"CORP";"2017-01-01";"2050-04-20";"80290"
"80291";"null";"108741";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"VP Organization Development";"Pay Rate Change";"PAYOTH";"50014285";"CORP";"2017-01-01";"2050-04-20";"80291"
"80292";"null";"80291";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"Organizational Development Manager";"Pay Rate Change";"PAYOTH";"50014291";"CORP";"2017-01-01";"2050-04-20";"80292"
"80293";"null";"80291";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"OD Consultant";"Pay Rate Change";"PAYOTH";"50014292";"CORP";"2017-01-01";"2050-04-20";"80293"
"80294";"null";"80291";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"OD Consultant";"Pay Rate Change";"PAYOTH";"50014293";"CORP";"2017-01-01";"2050-04-20";"80294"
"80295";"null";"108741";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"VP Total Rewards";"Promotion";"PROPNP";"50014296";"CORP";"2018-01-24";"2050-04-20";"80295"
"80297";"null";"80295";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"TR Consultant III";"Hire";"HIRNEW";"50014299";"CORP";"2014-01-01";"2050-04-20";"80297"
"802978";"null";"80295";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"TR Consultant II";"Pay Rate Change";"PAYOTH";"50014300";"CORP";"2017-01-01";"2050-04-20";"802978"
"802979";"null";"802985";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Company";"Planner";"Pay Rate Change";"ANSALREV";"50014339";"PRODS";"2019-01-01";"2050-04-20";"802979"
"80298";"null";"100115";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"Facilities Manager";"Pay Rate Change";"PAYOTH";"50014360";"PRODS";"2017-01-01";"2050-04-20";"80298"
"802980";"null";"802985";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Company";"Scheduler";"Pay Rate Change";"ANSALREV";"50014342";"PRODS";"2019-01-01";"2050-04-20";"802980"
"802981";"null";"100115";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"Production Director";"Data Change";"DATACHG";"50014345";"PRODS";"2017-02-28";"2050-04-20";"802981"
"802982";"null";"802981";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"Program Management Office";"Pay Rate Change";"PAYOTH";"50000204";"PRODS";"2017-01-01";"2050-04-20";"802982"
"802983";"null";"802981";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"Engineering Manager";"Pay Rate Change";"PAYOTH";"50014349";"PRODS";"2017-01-01";"2050-04-20";"802983"
"802984";"null";"802981";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"Assembly Manager";"Pay Rate Change";"PAYOTH";"50000203";"PRODS";"2017-01-01";"2050-04-20";"802984"
"802985";"null";"802981";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"Planning & Scheduling Manager";"Transfer";"PAYXFR";"50014351";"PRODS";"2018-06-27";"2050-04-20";"802985"
"802986";"null";"802981";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Company";"Administrator";"Pay Rate Change";"ANSALREV";"50014353";"PRODS";"2018-11-29";"2050-04-20";"802986"
"802987";"null";"900101";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"Engineering Intern";"Pay Rate Change";"PAYOTH";"50014354";"PRODS";"2021-01-18";"2050-04-20";"802987"
"802988";"null";"108730";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Company";"QA Administrator";"Pay Rate Change";"PAYOTH";"50014358";"PRODS";"2017-01-01";"2050-04-20";"802988"
"802989";"null";"108730";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"QA Engineer";"Pay Rate Change";"PAYOTH";"50014359";"PRODS";"2017-01-01";"2050-04-20";"802989"
"80299";"null";"80298";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Company";"Building Manager";"Pay Rate Change";"PAYOTH";"50014361";"PRODS";"2017-01-01";"2050-04-20";"80299"
"80300";"null";"80298";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Company";"Custodian";"Data Change";"DATACHG";"50014362";"PRODS";"2016-01-01";"2050-04-20";"80300"
"80301";"null";"80298";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Company";"Custodian";"Pay Rate Change";"PAYOTH";"50014363";"PRODS";"2017-01-01";"2050-04-20";"80301"
"80302";"null";"80298";"4595";"Active";"4662";"Active";"3629";"Hourly rate/staff";"null";"null";"BestRun Company";"Custodian";"Pay Rate Change";"PAYOTH";"50014364";"PRODS";"2017-01-01";"2050-04-20";"80302"
"42000010";"null";"42000004";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Taiwan";"Supply Chain Director";"Data Change";"DATACHG";"3000220";"PRODS";"2015-01-01";"2050-04-20";"42000010"
"atomi";"null";"69121";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"???????";"Data Change";"DATACHG";"3000222";"CORP";"2015-01-01";"2050-04-20";"atomi"
"tsai";"null";"atomi";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"??????";"Pay Rate Change";"PayGT60Days";"3000223";"SALES";"2017-04-01";"2050-04-20";"tsai"
"rshima";"null";"tsai";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"??????????";"Pay Rate Change";"PayGT60Days";"3000224";"SALES";"2017-04-01";"2050-04-20";"rshima"
"mtana";"null";"tsai";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"?????";"Pay Rate Change";"PAYOTH";"3000230";"SALES";"2017-05-01";"2050-04-20";"mtana"
"nhata";"null";"tsai";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"????";"Transfer";"TransNoPay";"3000231";"SALES";"2017-04-01";"2050-04-20";"nhata"
"kfuku";"null";"tsai";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"?????????";"Pay Rate Change";"PayGT60Days";"3000232";"SALES";"2017-04-01";"2050-04-20";"kfuku"
"akuwa";"null";"mtana";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"???????";"Pay Rate Change";"PayGT60Days";"3000233";"SALES";"2017-04-01";"2050-04-20";"akuwa"
"rgoda";"null";"mtana";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"???????";"Pay Rate Change";"PayGT60Days";"3000234";"SALES";"2017-04-01";"2050-04-20";"rgoda"
"cmina";"null";"mtana";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"??????";"Transfer";"TransPayGT5";"3000235";"SALES";"2017-04-01";"2050-04-20";"cmina"
"dkusa";"null";"mtana";"4597";"Paid Leave";"4662";"Active";"3631";"Salaried staff";"null";"null";"null";"???????????";"Leave of Absence";"PLASTD";"3000236";"SALES";"2017-06-30";"2050-04-20";"dkusa"
"Tang";"null";"ChanA";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Singapore";"SVP Operations & Maintenance";"Data Change";"DATACHG";"3000238";"PRODS";"2015-01-01";"2050-04-20";"Tang"
"Leekg";"null";"ChenM";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Singapore";"Supply Chain Director";"Pay Rate Change";"PAYOTH";"3000251";"PRODS";"2017-01-01";"2050-04-20";"Leekg"
"wonga";"null";"Tang";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Singapore";"VP Procurement";"Data Change";"DATACHG";"3000243";"PRODS";"2013-02-01";"2050-04-20";"wonga"
"leeg";"null";"Tang";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Singapore";"VP Maintenance";"Data Change";"DATACHG";"3000247";"PRODS";"2012-05-01";"2050-04-20";"leeg"
"AngJ";"null";"ChenM";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Singapore";"Management & Planning";"Data Change";"DATACHG";"3000249";"PRODS";"2015-01-01";"2050-04-20";"AngJ"
"Rashm";"null";"Tang";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Singapore";"Facilities Manager";"Data Change";"DATACHG";"3000245";"PRODS";"";"2050-04-20";"Rashm"
"poojas";"null";"Tang";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Singapore";"Executive Assistant";"Data Change";"DATACHG";"3000246";"PRODS";"";"2050-04-20";"poojas"
"AlexC";"null";"69121";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Singapore";"President SEA";"Data Change";"DATACHG";"3000237";"CORP";"2015-01-01";"2050-04-20";"AlexC"
"Chanchanab";"null";"AlexC";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Thailand";"SVP Operations & Maintenance";"Data Change";"DATACHG";"3000240";"PRODS";"2018-01-01";"2050-04-20";"Chanchanab"
"Apichartl";"null";"Chanchanab";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Thailand";"VP Operations";"Pay Rate Change";"PAYOTH";"3000253";"PRODS";"2017-01-01";"2050-04-20";"Apichartl"
"Natchanaic";"null";"Apichartl";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Thailand";"Supply Chain Director";"Data Change";"DATACHG";"3000260";"PRODS";"2015-01-01";"2050-04-20";"Natchanaic"
"Thanonnahtc";"null";"Apichartl";"4595";"Active";"4662";"Active";"3631";"Salaried staff";"null";"null";"BestRun Thailand";"Production Director";"Transfer";"TransNoPay";"3000257";"PRODS";"2015-01-01";"2050-04-20";"Thanonnahtc"
